,CH1,CH2
Second,Volt,Volt
-2.13831e-01,-4.80e-03,-2.40e-01, 
-2.13757e-01,-4.80e-03,-2.00e-01, 
-2.13684e-01,-4.40e-03,-2.00e-01, 
-2.13611e-01,-4.20e-03,-2.40e-01, 
-2.13538e-01,-4.80e-03,-2.40e-01, 
-2.13464e-01,-5.20e-03,-2.80e-01, 
-2.13391e-01,-4.40e-03,-2.40e-01, 
-2.13318e-01,-4.00e-03,-2.40e-01, 
-2.13245e-01,-4.60e-03,-2.00e-01, 
-2.13171e-01,-4.40e-03,-2.40e-01, 
-2.13098e-01,-3.60e-03,-2.00e-01, 
-2.13025e-01,-4.00e-03,-2.40e-01, 
-2.12952e-01,-4.20e-03,-2.00e-01, 
-2.12879e-01,-4.60e-03,-2.00e-01, 
-2.12805e-01,-4.00e-03,-2.40e-01, 
-2.12732e-01,-4.00e-03,-2.40e-01, 
-2.12659e-01,-4.00e-03,-2.40e-01, 
-2.12586e-01,-4.40e-03,-2.00e-01, 
-2.12512e-01,-3.80e-03,-2.00e-01, 
-2.12439e-01,-3.80e-03,-2.00e-01, 
-2.12366e-01,-4.40e-03,-2.00e-01, 
-2.12293e-01,-4.20e-03,-2.40e-01, 
-2.12219e-01,-4.00e-03,-2.40e-01, 
-2.12146e-01,-4.40e-03,-2.40e-01, 
-2.12073e-01,-4.60e-03,-2.40e-01, 
-2.12000e-01,-4.40e-03,-2.40e-01, 
-2.11926e-01,-4.20e-03,-2.00e-01, 
-2.11853e-01,-4.40e-03,-2.40e-01, 
-2.11780e-01,-4.20e-03,-2.00e-01, 
-2.11707e-01,-4.40e-03,-2.40e-01, 
-2.11633e-01,-4.20e-03,-2.40e-01, 
-2.11560e-01,-3.60e-03,-2.00e-01, 
-2.11487e-01,-4.20e-03,-2.00e-01, 
-2.11414e-01,-4.20e-03,-2.80e-01, 
-2.11340e-01,-4.40e-03,-2.40e-01, 
-2.11267e-01,-4.20e-03,-2.80e-01, 
-2.11194e-01,-4.40e-03,-2.00e-01, 
-2.11121e-01,-4.40e-03,-2.00e-01, 
-2.11047e-01,-3.60e-03,-2.00e-01, 
-2.10974e-01,-3.80e-03,-2.40e-01, 
-2.10901e-01,-4.40e-03,-2.00e-01, 
-2.10828e-01,-4.00e-03,-2.00e-01, 
-2.10755e-01,-3.80e-03,-2.80e-01, 
-2.10681e-01,-3.80e-03,-2.80e-01, 
-2.10608e-01,-3.60e-03,-3.20e-01, 
-2.10535e-01,-3.80e-03,-2.40e-01, 
-2.10462e-01,-4.00e-03,-2.00e-01, 
-2.10388e-01,-3.60e-03,-2.00e-01, 
-2.10315e-01,-4.00e-03,-2.40e-01, 
-2.10242e-01,-3.80e-03,-2.80e-01, 
-2.10169e-01,-3.80e-03,-2.40e-01, 
-2.10095e-01,-3.60e-03,-2.00e-01, 
-2.10022e-01,-4.00e-03,-2.40e-01, 
-2.09949e-01,-3.80e-03,-3.20e-01, 
-2.09876e-01,-4.00e-03,-3.20e-01, 
-2.09802e-01,-4.00e-03,-3.20e-01, 
-2.09729e-01,-4.40e-03,-2.80e-01, 
-2.09656e-01,-4.40e-03,-2.40e-01, 
-2.09583e-01,-4.00e-03,-2.40e-01, 
-2.09509e-01,-3.60e-03,-2.00e-01, 
-2.09436e-01,-4.00e-03,-2.80e-01, 
-2.09363e-01,-4.00e-03,-2.00e-01, 
-2.09290e-01,-4.20e-03,-2.40e-01, 
-2.09216e-01,-3.80e-03,-2.00e-01, 
-2.09143e-01,-4.00e-03,-2.40e-01, 
-2.09070e-01,-4.00e-03,-2.40e-01, 
-2.08997e-01,-4.00e-03,-2.00e-01, 
-2.08923e-01,-4.00e-03,-2.40e-01, 
-2.08850e-01,-4.00e-03,-2.40e-01, 
-2.08777e-01,-4.00e-03,-2.00e-01, 
-2.08704e-01,-4.40e-03,-2.00e-01, 
-2.08630e-01,-4.20e-03,-2.40e-01, 
-2.08557e-01,-3.80e-03,-2.00e-01, 
-2.08484e-01,-4.20e-03,-2.40e-01, 
-2.08411e-01,-4.20e-03,-2.40e-01, 
-2.08338e-01,-4.00e-03,-2.00e-01, 
-2.08264e-01,-4.40e-03,-2.40e-01, 
-2.08191e-01,-4.00e-03,-2.00e-01, 
-2.08118e-01,-4.20e-03,-2.00e-01, 
-2.08045e-01,-3.60e-03,-2.40e-01, 
-2.07971e-01,-4.20e-03,-2.00e-01, 
-2.07898e-01,-4.40e-03,-2.00e-01, 
-2.07825e-01,-4.00e-03,-2.00e-01, 
-2.07752e-01,-4.00e-03,-2.40e-01, 
-2.07678e-01,-4.00e-03,-2.40e-01, 
-2.07605e-01,-4.40e-03,-2.40e-01, 
