,CH1,CH2
Second,Volt,Volt
6.20192e-02,3.60e-03,-2.00e-01, 
6.20200e-02,3.60e-03,-2.00e-01, 
6.20208e-02,3.60e-03,-2.00e-01, 
6.20216e-02,3.60e-03,-2.00e-01, 
6.20224e-02,3.60e-03,-2.00e-01, 
6.20232e-02,3.60e-03,-2.00e-01, 
6.20240e-02,3.60e-03,-2.00e-01, 
6.20248e-02,3.60e-03,-2.00e-01, 
6.20256e-02,3.60e-03,-2.00e-01, 
6.20264e-02,3.60e-03,-2.00e-01, 
6.20272e-02,3.60e-03,-2.00e-01, 
6.20280e-02,3.60e-03,-2.00e-01, 
6.20288e-02,3.60e-03,-2.00e-01, 
6.20296e-02,3.60e-03,-2.00e-01, 
6.20304e-02,4.00e-03,-2.00e-01, 
6.20312e-02,4.00e-03,-2.00e-01, 
6.20320e-02,4.00e-03,-2.00e-01, 
6.20328e-02,4.00e-03,-2.00e-01, 
6.20336e-02,4.00e-03,-2.00e-01, 
6.20344e-02,4.00e-03,-2.00e-01, 
6.20352e-02,4.40e-03,-2.00e-01, 
6.20360e-02,4.40e-03,-2.00e-01, 
6.20368e-02,4.80e-03,-2.00e-01, 
6.20376e-02,4.80e-03,0.00e+00, 
6.20384e-02,4.80e-03,-2.00e-01, 
6.20392e-02,4.40e-03,-2.00e-01, 
6.20400e-02,4.40e-03,-2.00e-01, 
6.20408e-02,4.00e-03,-2.00e-01, 
6.20416e-02,4.40e-03,-2.00e-01, 
6.20424e-02,4.00e-03,-2.00e-01, 
6.20432e-02,4.00e-03,-2.00e-01, 
6.20440e-02,4.00e-03,-2.00e-01, 
6.20448e-02,4.40e-03,-2.00e-01, 
6.20456e-02,4.80e-03,-2.00e-01, 
6.20464e-02,4.40e-03,-2.00e-01, 
6.20472e-02,4.80e-03,-2.00e-01, 
6.20480e-02,4.40e-03,-2.00e-01, 
6.20488e-02,4.40e-03,-2.00e-01, 
6.20496e-02,4.40e-03,-2.00e-01, 
6.20504e-02,4.00e-03,-2.00e-01, 
6.20512e-02,4.00e-03,-2.00e-01, 
6.20520e-02,4.00e-03,-2.00e-01, 
6.20528e-02,4.00e-03,-2.00e-01, 
6.20536e-02,4.00e-03,-2.00e-01, 
6.20544e-02,4.00e-03,0.00e+00, 
6.20552e-02,4.00e-03,-2.00e-01, 
6.20560e-02,4.00e-03,-2.00e-01, 
6.20568e-02,4.00e-03,-2.00e-01, 
6.20576e-02,4.00e-03,-2.00e-01, 
6.20584e-02,3.60e-03,-2.00e-01, 
6.20592e-02,3.60e-03,-2.00e-01, 
6.20600e-02,3.60e-03,-2.00e-01, 
6.20608e-02,3.60e-03,-2.00e-01, 
6.20616e-02,3.60e-03,-2.00e-01, 
6.20624e-02,4.00e-03,-2.00e-01, 
6.20632e-02,4.00e-03,-2.00e-01, 
6.20640e-02,3.60e-03,-2.00e-01, 
6.20648e-02,3.60e-03,-2.00e-01, 
6.20656e-02,3.60e-03,-2.00e-01, 
6.20664e-02,3.60e-03,-2.00e-01, 
6.20672e-02,3.60e-03,-2.00e-01, 
6.20680e-02,3.60e-03,-2.00e-01, 
6.20688e-02,3.60e-03,-2.00e-01, 
6.20696e-02,3.60e-03,-2.00e-01, 
6.20704e-02,3.60e-03,-2.00e-01, 
6.20712e-02,3.60e-03,-2.00e-01, 
6.20720e-02,3.60e-03,-2.00e-01, 
6.20728e-02,3.60e-03,-2.00e-01, 
6.20736e-02,4.00e-03,-2.00e-01, 
6.20744e-02,4.00e-03,-2.00e-01, 
6.20752e-02,4.00e-03,-2.00e-01, 
6.20760e-02,4.00e-03,-2.00e-01, 
6.20768e-02,4.00e-03,-2.00e-01, 
6.20776e-02,4.00e-03,-2.00e-01, 
6.20784e-02,3.60e-03,-2.00e-01, 
6.20792e-02,4.00e-03,0.00e+00, 
6.20800e-02,4.00e-03,-2.00e-01, 
6.20808e-02,4.00e-03,-2.00e-01, 
6.20816e-02,4.00e-03,-2.00e-01, 
6.20824e-02,4.00e-03,-2.00e-01, 
6.20832e-02,4.00e-03,-2.00e-01, 
6.20840e-02,4.00e-03,-2.00e-01, 
6.20848e-02,4.00e-03,0.00e+00, 
6.20856e-02,4.00e-03,-2.00e-01, 
6.20864e-02,4.00e-03,-2.00e-01, 
6.20872e-02,3.60e-03,-2.00e-01, 
6.20880e-02,4.00e-03,-2.00e-01, 
6.20888e-02,4.00e-03,-2.00e-01, 
6.20896e-02,4.00e-03,-2.00e-01, 
6.20904e-02,4.00e-03,-2.00e-01, 
6.20912e-02,4.00e-03,-2.00e-01, 
6.20920e-02,4.00e-03,-2.00e-01, 
6.20928e-02,3.60e-03,-2.00e-01, 
6.20936e-02,3.60e-03,-2.00e-01, 
6.20944e-02,4.00e-03,-2.00e-01, 
6.20952e-02,4.00e-03,-2.00e-01, 
6.20960e-02,4.00e-03,-2.00e-01, 
6.20968e-02,4.00e-03,-2.00e-01, 
6.20976e-02,4.00e-03,-2.00e-01, 
6.20984e-02,4.00e-03,-2.00e-01, 
6.20992e-02,4.00e-03,-2.00e-01, 
6.21000e-02,4.00e-03,-2.00e-01, 
6.21008e-02,3.60e-03,-2.00e-01, 
6.21016e-02,3.20e-03,-2.00e-01, 
6.21024e-02,3.20e-03,-2.00e-01, 
6.21032e-02,3.60e-03,-2.00e-01, 
6.21040e-02,3.20e-03,-2.00e-01, 
6.21048e-02,3.20e-03,-2.00e-01, 
6.21056e-02,3.60e-03,-2.00e-01, 
6.21064e-02,3.20e-03,-2.00e-01, 
6.21072e-02,3.60e-03,-2.00e-01, 
6.21080e-02,3.60e-03,-2.00e-01, 
6.21088e-02,4.00e-03,-2.00e-01, 
6.21096e-02,4.00e-03,-2.00e-01, 
6.21104e-02,4.00e-03,-2.00e-01, 
6.21112e-02,4.00e-03,-2.00e-01, 
6.21120e-02,4.00e-03,-2.00e-01, 
6.21128e-02,4.00e-03,-2.00e-01, 
6.21136e-02,4.00e-03,-2.00e-01, 
6.21144e-02,4.00e-03,-2.00e-01, 
6.21152e-02,4.00e-03,-2.00e-01, 
6.21160e-02,4.00e-03,-2.00e-01, 
6.21168e-02,4.00e-03,-2.00e-01, 
6.21176e-02,4.00e-03,-2.00e-01, 
6.21184e-02,4.00e-03,-2.00e-01, 
6.21192e-02,4.00e-03,-2.00e-01, 
6.21200e-02,4.00e-03,-2.00e-01, 
6.21208e-02,4.00e-03,-2.00e-01, 
6.21216e-02,4.00e-03,-2.00e-01, 
6.21224e-02,4.00e-03,-2.00e-01, 
6.21232e-02,4.00e-03,-2.00e-01, 
6.21240e-02,4.00e-03,-2.00e-01, 
6.21248e-02,3.60e-03,-2.00e-01, 
6.21256e-02,3.60e-03,-2.00e-01, 
6.21264e-02,3.60e-03,-2.00e-01, 
6.21272e-02,4.00e-03,-2.00e-01, 
6.21280e-02,4.00e-03,-2.00e-01, 
6.21288e-02,4.00e-03,-2.00e-01, 
6.21296e-02,4.00e-03,-2.00e-01, 
6.21304e-02,4.00e-03,-2.00e-01, 
6.21312e-02,4.00e-03,-2.00e-01, 
6.21320e-02,4.00e-03,-2.00e-01, 
6.21328e-02,4.00e-03,-2.00e-01, 
6.21336e-02,4.00e-03,-2.00e-01, 
6.21344e-02,4.00e-03,-2.00e-01, 
6.21352e-02,4.00e-03,-2.00e-01, 
6.21360e-02,4.00e-03,-2.00e-01, 
6.21368e-02,4.00e-03,-2.00e-01, 
6.21376e-02,4.00e-03,-2.00e-01, 
6.21384e-02,4.00e-03,-2.00e-01, 
6.21392e-02,3.60e-03,-2.00e-01, 
6.21400e-02,4.00e-03,-2.00e-01, 
6.21408e-02,4.00e-03,-2.00e-01, 
6.21416e-02,4.00e-03,-2.00e-01, 
6.21424e-02,4.00e-03,-2.00e-01, 
6.21432e-02,4.00e-03,-2.00e-01, 
6.21440e-02,4.00e-03,-2.00e-01, 
6.21448e-02,3.60e-03,-2.00e-01, 
6.21456e-02,4.00e-03,-2.00e-01, 
6.21464e-02,3.60e-03,-2.00e-01, 
6.21472e-02,3.60e-03,-2.00e-01, 
6.21480e-02,3.60e-03,-2.00e-01, 
6.21488e-02,3.20e-03,-2.00e-01, 
6.21496e-02,3.60e-03,-2.00e-01, 
6.21504e-02,3.60e-03,-2.00e-01, 
6.21512e-02,4.00e-03,-2.00e-01, 
6.21520e-02,4.00e-03,-2.00e-01, 
6.21528e-02,4.00e-03,-2.00e-01, 
6.21536e-02,4.00e-03,-2.00e-01, 
6.21544e-02,4.00e-03,-2.00e-01, 
6.21552e-02,4.00e-03,-2.00e-01, 
6.21560e-02,4.00e-03,-2.00e-01, 
6.21568e-02,4.00e-03,-2.00e-01, 
6.21576e-02,3.60e-03,-2.00e-01, 
6.21584e-02,3.60e-03,-2.00e-01, 
6.21592e-02,3.60e-03,-2.00e-01, 
6.21600e-02,3.60e-03,-2.00e-01, 
6.21608e-02,3.60e-03,-2.00e-01, 
6.21616e-02,3.60e-03,-2.00e-01, 
6.21624e-02,3.60e-03,-2.00e-01, 
6.21632e-02,3.60e-03,-2.00e-01, 
6.21640e-02,3.60e-03,-2.00e-01, 
6.21648e-02,3.60e-03,-2.00e-01, 
6.21656e-02,3.20e-03,-2.00e-01, 
6.21664e-02,3.20e-03,-2.00e-01, 
6.21672e-02,3.20e-03,-2.00e-01, 
6.21680e-02,3.60e-03,-2.00e-01, 
6.21688e-02,3.60e-03,-2.00e-01, 
6.21696e-02,3.60e-03,-2.00e-01, 
6.21704e-02,3.20e-03,-2.00e-01, 
6.21712e-02,3.60e-03,-2.00e-01, 
6.21720e-02,3.60e-03,-2.00e-01, 
6.21728e-02,4.00e-03,-2.00e-01, 
6.21736e-02,4.00e-03,-2.00e-01, 
6.21744e-02,4.00e-03,-2.00e-01, 
6.21752e-02,4.00e-03,-2.00e-01, 
6.21760e-02,4.00e-03,-2.00e-01, 
6.21768e-02,4.00e-03,-2.00e-01, 
6.21776e-02,4.00e-03,-2.00e-01, 
6.21784e-02,4.00e-03,-2.00e-01, 
6.21792e-02,4.00e-03,-2.00e-01, 
6.21800e-02,4.00e-03,-2.00e-01, 
6.21808e-02,4.00e-03,-2.00e-01, 
6.21816e-02,4.00e-03,-2.00e-01, 
6.21824e-02,4.40e-03,-2.00e-01, 
