,CH1,CH2
Second,Volt,Volt
9.26880e-02,-2.80e-03,-2.00e-01, 
9.26900e-02,-2.80e-03,-2.00e-01, 
9.26920e-02,-2.80e-03,-2.00e-01, 
9.26940e-02,-2.80e-03,-2.00e-01, 
9.26960e-02,-2.80e-03,-2.00e-01, 
9.26980e-02,-3.00e-03,-2.00e-01, 
9.27000e-02,-3.20e-03,-2.00e-01, 
9.27020e-02,-3.40e-03,-2.00e-01, 
9.27040e-02,-3.40e-03,-2.00e-01, 
9.27060e-02,-3.40e-03,-2.00e-01, 
9.27080e-02,-3.40e-03,-2.00e-01, 
9.27100e-02,-3.60e-03,-2.00e-01, 
9.27120e-02,-3.40e-03,-2.00e-01, 
9.27140e-02,-3.20e-03,-2.00e-01, 
9.27160e-02,-3.60e-03,-2.00e-01, 
9.27180e-02,-3.60e-03,-2.00e-01, 
9.27200e-02,-3.60e-03,-2.00e-01, 
9.27220e-02,-3.40e-03,-2.00e-01, 
9.27240e-02,-3.40e-03,-2.00e-01, 
9.27260e-02,-3.60e-03,-2.00e-01, 
9.27280e-02,-3.60e-03,-2.00e-01, 
9.27300e-02,-3.20e-03,-2.00e-01, 
9.27320e-02,-3.20e-03,-2.00e-01, 
9.27340e-02,-2.80e-03,-2.00e-01, 
9.27360e-02,-2.60e-03,-2.00e-01, 
9.27380e-02,-2.60e-03,-2.00e-01, 
9.27400e-02,-2.60e-03,-2.00e-01, 
9.27420e-02,-2.60e-03,-2.00e-01, 
9.27440e-02,-2.60e-03,-2.00e-01, 
9.27460e-02,-2.60e-03,-2.00e-01, 
9.27480e-02,-2.80e-03,-2.00e-01, 
9.27500e-02,-2.80e-03,-2.00e-01, 
9.27520e-02,-2.80e-03,-2.00e-01, 
9.27540e-02,-2.80e-03,-2.00e-01, 
9.27560e-02,-3.00e-03,-2.00e-01, 
9.27580e-02,-2.80e-03,-2.00e-01, 
9.27600e-02,-2.80e-03,-2.00e-01, 
9.27620e-02,-2.60e-03,-2.00e-01, 
9.27640e-02,-2.40e-03,-2.00e-01, 
9.27660e-02,-2.60e-03,-2.00e-01, 
9.27680e-02,-2.60e-03,-2.00e-01, 
9.27700e-02,-2.60e-03,-2.00e-01, 
9.27720e-02,-2.60e-03,-2.00e-01, 
9.27740e-02,-2.60e-03,-2.00e-01, 
9.27760e-02,-2.60e-03,-2.00e-01, 
9.27780e-02,-2.60e-03,-2.00e-01, 
9.27800e-02,-2.60e-03,-2.00e-01, 
9.27820e-02,-2.60e-03,-2.00e-01, 
9.27840e-02,-3.00e-03,-2.00e-01, 
9.27860e-02,-3.00e-03,-2.00e-01, 
9.27880e-02,-3.20e-03,-2.00e-01, 
9.27900e-02,-2.60e-03,-2.00e-01, 
9.27920e-02,-2.80e-03,-2.00e-01, 
9.27940e-02,-2.80e-03,-2.00e-01, 
9.27960e-02,-2.80e-03,-2.00e-01, 
9.27980e-02,-2.80e-03,-2.00e-01, 
9.28000e-02,-2.60e-03,-2.00e-01, 
9.28020e-02,-2.40e-03,-2.00e-01, 
9.28040e-02,-2.60e-03,-2.00e-01, 
9.28060e-02,-2.20e-03,-2.00e-01, 
9.28080e-02,-2.80e-03,-2.00e-01, 
9.28100e-02,-2.60e-03,-2.00e-01, 
9.28120e-02,-2.80e-03,-2.00e-01, 
9.28140e-02,-3.20e-03,-2.00e-01, 
9.28160e-02,-2.80e-03,-2.00e-01, 
9.28180e-02,-3.20e-03,-2.00e-01, 
9.28200e-02,-3.40e-03,-2.00e-01, 
9.28220e-02,-3.40e-03,-2.00e-01, 
9.28240e-02,-3.20e-03,-2.00e-01, 
9.28260e-02,-3.00e-03,-2.00e-01, 
9.28280e-02,-2.80e-03,-2.00e-01, 
9.28300e-02,-3.00e-03,-2.00e-01, 
9.28320e-02,-2.80e-03,-2.00e-01, 
9.28340e-02,-3.00e-03,-2.00e-01, 
9.28360e-02,-2.60e-03,-2.00e-01, 
9.28380e-02,-3.00e-03,-2.00e-01, 
9.28400e-02,-3.20e-03,-2.00e-01, 
9.28420e-02,-3.00e-03,-2.00e-01, 
9.28440e-02,-3.60e-03,-2.00e-01, 
9.28460e-02,-3.40e-03,-2.00e-01, 
9.28480e-02,-3.40e-03,-2.00e-01, 
9.28500e-02,-3.20e-03,-2.00e-01, 
9.28520e-02,-3.00e-03,-2.00e-01, 
9.28540e-02,-2.80e-03,0.00e+00, 
9.28560e-02,-2.80e-03,-2.00e-01, 
9.28580e-02,-2.60e-03,-2.00e-01, 
9.28600e-02,-2.60e-03,-2.00e-01, 
9.28620e-02,-2.60e-03,-2.00e-01, 
9.28640e-02,-2.60e-03,-2.00e-01, 
9.28660e-02,-2.60e-03,-2.00e-01, 
9.28680e-02,-2.60e-03,-2.00e-01, 
9.28700e-02,-2.60e-03,-2.00e-01, 
9.28720e-02,-2.40e-03,-2.00e-01, 
9.28740e-02,-2.60e-03,-2.00e-01, 
9.28760e-02,-2.60e-03,-2.00e-01, 
9.28780e-02,-2.60e-03,-2.00e-01, 
9.28800e-02,-2.60e-03,-2.00e-01, 
9.28820e-02,-2.60e-03,-2.00e-01, 
9.28840e-02,-2.80e-03,-2.00e-01, 
9.28860e-02,-2.60e-03,-2.00e-01, 
9.28880e-02,-2.60e-03,-2.00e-01, 
9.28900e-02,-2.60e-03,-2.00e-01, 
9.28920e-02,-2.60e-03,-2.00e-01, 
9.28940e-02,-2.40e-03,-2.00e-01, 
9.28960e-02,-2.40e-03,-2.00e-01, 
9.28980e-02,-2.40e-03,-2.00e-01, 
9.29000e-02,-2.20e-03,-2.00e-01, 
9.29020e-02,-2.60e-03,-2.00e-01, 
9.29040e-02,-2.40e-03,-2.00e-01, 
9.29060e-02,-2.60e-03,-2.00e-01, 
9.29080e-02,-2.40e-03,-2.00e-01, 
9.29100e-02,-2.40e-03,-2.00e-01, 
9.29120e-02,-2.60e-03,-2.00e-01, 
9.29140e-02,-2.20e-03,-2.00e-01, 
9.29160e-02,-2.40e-03,-2.00e-01, 
9.29180e-02,-2.80e-03,-2.00e-01, 
9.29200e-02,-3.00e-03,-2.00e-01, 
9.29220e-02,-2.80e-03,-2.00e-01, 
9.29240e-02,-2.80e-03,-2.00e-01, 
9.29260e-02,-3.20e-03,-2.00e-01, 
9.29280e-02,-2.80e-03,-2.00e-01, 
9.29300e-02,-2.80e-03,-2.00e-01, 
9.29320e-02,-2.20e-03,-2.00e-01, 
9.29340e-02,-2.20e-03,-2.00e-01, 
9.29360e-02,-2.20e-03,-2.00e-01, 
9.29380e-02,-2.60e-03,-2.00e-01, 
9.29400e-02,-2.40e-03,-2.00e-01, 
9.29420e-02,-2.60e-03,-2.00e-01, 
9.29440e-02,-2.60e-03,-2.00e-01, 
9.29460e-02,-3.00e-03,-2.00e-01, 
9.29480e-02,-3.40e-03,-2.00e-01, 
9.29500e-02,-3.40e-03,-2.00e-01, 
9.29520e-02,-3.60e-03,-2.00e-01, 
9.29540e-02,-3.40e-03,-2.00e-01, 
9.29560e-02,-3.40e-03,-2.00e-01, 
9.29580e-02,-3.40e-03,-2.00e-01, 
9.29600e-02,-3.40e-03,-2.00e-01, 
9.29620e-02,-2.80e-03,-2.00e-01, 
9.29640e-02,-2.60e-03,-2.00e-01, 
9.29660e-02,-2.60e-03,-2.00e-01, 
9.29680e-02,-2.40e-03,-2.00e-01, 
9.29700e-02,-2.40e-03,-2.00e-01, 
9.29720e-02,-2.60e-03,-2.00e-01, 
9.29740e-02,-2.80e-03,-2.00e-01, 
9.29760e-02,-2.80e-03,-2.00e-01, 
9.29780e-02,-2.60e-03,-2.00e-01, 
9.29800e-02,-2.80e-03,-2.00e-01, 
9.29820e-02,-3.00e-03,-2.00e-01, 
9.29840e-02,-2.80e-03,-2.00e-01, 
9.29860e-02,-3.00e-03,-2.00e-01, 
9.29880e-02,-3.20e-03,-2.00e-01, 
9.29900e-02,-3.00e-03,-2.00e-01, 
9.29920e-02,-2.60e-03,-2.00e-01, 
9.29940e-02,-2.60e-03,-2.00e-01, 
9.29960e-02,-2.60e-03,-2.00e-01, 
9.29980e-02,-2.60e-03,-2.00e-01, 
9.30000e-02,-2.60e-03,-2.00e-01, 
9.30020e-02,-2.60e-03,-2.00e-01, 
9.30040e-02,-2.60e-03,-2.00e-01, 
9.30060e-02,-3.00e-03,-2.00e-01, 
9.30080e-02,-2.60e-03,-2.00e-01, 
9.30100e-02,-2.60e-03,-2.00e-01, 
9.30120e-02,-2.60e-03,-2.00e-01, 
9.30140e-02,-2.60e-03,-2.00e-01, 
9.30160e-02,-2.60e-03,-2.00e-01, 
9.30180e-02,-2.20e-03,-2.00e-01, 
9.30200e-02,-2.40e-03,-2.00e-01, 
9.30220e-02,-2.60e-03,-2.00e-01, 
9.30240e-02,-2.40e-03,-2.00e-01, 
9.30260e-02,-2.20e-03,-2.00e-01, 
9.30280e-02,-2.20e-03,-2.00e-01, 
9.30300e-02,-2.20e-03,-2.00e-01, 
9.30320e-02,-2.40e-03,-2.00e-01, 
9.30340e-02,-2.60e-03,-2.00e-01, 
9.30360e-02,-2.80e-03,-2.00e-01, 
9.30380e-02,-2.80e-03,-2.00e-01, 
9.30400e-02,-3.00e-03,-2.00e-01, 
9.30420e-02,-3.00e-03,-2.00e-01, 
9.30440e-02,-2.60e-03,-2.00e-01, 
9.30460e-02,-2.60e-03,-2.00e-01, 
9.30480e-02,-2.60e-03,-2.00e-01, 
9.30500e-02,-2.60e-03,-2.00e-01, 
9.30520e-02,-2.60e-03,-2.00e-01, 
9.30540e-02,-2.60e-03,-2.00e-01, 
9.30560e-02,-2.60e-03,-2.00e-01, 
9.30580e-02,-2.80e-03,-2.00e-01, 
9.30600e-02,-2.80e-03,-2.00e-01, 
9.30620e-02,-2.80e-03,-2.00e-01, 
9.30640e-02,-3.20e-03,-2.00e-01, 
9.30660e-02,-3.20e-03,-2.00e-01, 
9.30680e-02,-2.80e-03,-2.00e-01, 
9.30700e-02,-2.60e-03,-2.00e-01, 
9.30720e-02,-2.60e-03,-2.00e-01, 
9.30740e-02,-2.80e-03,-2.00e-01, 
9.30760e-02,-3.00e-03,-2.00e-01, 
9.30780e-02,-2.60e-03,-2.00e-01, 
9.30800e-02,-2.60e-03,-2.00e-01, 
9.30820e-02,-2.80e-03,-2.00e-01, 
9.30840e-02,-2.60e-03,-2.00e-01, 
9.30860e-02,-2.60e-03,-2.00e-01, 
9.30880e-02,-3.00e-03,-2.00e-01, 
9.30900e-02,-2.80e-03,0.00e+00, 
9.30920e-02,-2.60e-03,-2.00e-01, 
9.30940e-02,-2.60e-03,-2.00e-01, 
9.30960e-02,-2.80e-03,-2.00e-01, 
9.30980e-02,-2.60e-03,-2.00e-01, 
9.31000e-02,-2.20e-03,-2.00e-01, 
9.31020e-02,-2.20e-03,-2.00e-01, 
9.31040e-02,-2.20e-03,-2.00e-01, 
9.31060e-02,-2.60e-03,-2.00e-01, 
9.31080e-02,-2.40e-03,-2.00e-01, 
9.31100e-02,-2.40e-03,-2.00e-01, 
9.31120e-02,-2.40e-03,-2.00e-01, 
9.31140e-02,-2.60e-03,-2.00e-01, 
9.31160e-02,-2.40e-03,-2.00e-01, 
9.31180e-02,-2.60e-03,-2.00e-01, 
9.31200e-02,-2.60e-03,-2.00e-01, 
9.31220e-02,-2.20e-03,-2.00e-01, 
9.31240e-02,-2.40e-03,-2.00e-01, 
9.31260e-02,-2.40e-03,-2.00e-01, 
9.31280e-02,-2.60e-03,-2.00e-01, 
9.31300e-02,-2.80e-03,-2.00e-01, 
9.31320e-02,-3.00e-03,-2.00e-01, 
9.31340e-02,-3.00e-03,-2.00e-01, 
9.31360e-02,-2.80e-03,-2.00e-01, 
9.31380e-02,-2.60e-03,-2.00e-01, 
9.31400e-02,-3.00e-03,-2.00e-01, 
9.31420e-02,-3.00e-03,0.00e+00, 
9.31440e-02,-2.60e-03,-2.00e-01, 
9.31460e-02,-2.80e-03,-2.00e-01, 
9.31480e-02,-2.60e-03,-2.00e-01, 
9.31500e-02,-2.80e-03,-2.00e-01, 
9.31520e-02,-2.60e-03,-2.00e-01, 
9.31540e-02,-2.60e-03,-2.00e-01, 
9.31560e-02,-3.20e-03,-2.00e-01, 
9.31580e-02,-2.80e-03,-2.00e-01, 
9.31600e-02,-2.60e-03,-2.00e-01, 
9.31620e-02,-2.80e-03,-2.00e-01, 
9.31640e-02,-3.20e-03,-2.00e-01, 
9.31660e-02,-3.40e-03,-2.00e-01, 
9.31680e-02,-3.40e-03,-2.00e-01, 
9.31700e-02,-3.00e-03,-2.00e-01, 
9.31720e-02,-3.00e-03,-2.00e-01, 
9.31740e-02,-2.80e-03,-2.00e-01, 
9.31760e-02,-2.80e-03,-2.00e-01, 
9.31780e-02,-2.80e-03,-2.00e-01, 
9.31800e-02,-2.40e-03,-2.00e-01, 
9.31820e-02,-2.20e-03,-2.00e-01, 
9.31840e-02,-2.40e-03,-2.00e-01, 
9.31860e-02,-2.60e-03,-2.00e-01, 
9.31880e-02,-2.60e-03,-2.00e-01, 
9.31900e-02,-2.60e-03,-2.00e-01, 
9.31920e-02,-3.00e-03,-2.00e-01, 
9.31940e-02,-3.00e-03,-2.00e-01, 
9.31960e-02,-3.20e-03,-2.00e-01, 
9.31980e-02,-2.80e-03,-2.00e-01, 
9.32000e-02,-2.80e-03,-2.00e-01, 
9.32020e-02,-3.00e-03,-2.00e-01, 
9.32040e-02,-2.80e-03,-2.00e-01, 
9.32060e-02,-2.80e-03,-2.00e-01, 
9.32080e-02,-3.20e-03,-2.00e-01, 
9.32100e-02,-3.20e-03,-2.00e-01, 
9.32120e-02,-3.00e-03,-2.00e-01, 
9.32140e-02,-3.00e-03,-2.00e-01, 
9.32160e-02,-2.60e-03,-2.00e-01, 
9.32180e-02,-2.60e-03,-2.00e-01, 
9.32200e-02,-2.80e-03,-2.00e-01, 
9.32220e-02,-3.00e-03,-2.00e-01, 
9.32240e-02,-3.20e-03,-2.00e-01, 
9.32260e-02,-3.40e-03,-2.00e-01, 
9.32280e-02,-3.60e-03,-2.00e-01, 
9.32300e-02,-3.40e-03,-2.00e-01, 
9.32320e-02,-3.40e-03,-2.00e-01, 
9.32340e-02,-3.40e-03,-2.00e-01, 
9.32360e-02,-3.00e-03,-2.00e-01, 
9.32380e-02,-3.00e-03,-2.00e-01, 
9.32400e-02,-2.80e-03,-2.00e-01, 
9.32420e-02,-2.80e-03,-2.00e-01, 
9.32440e-02,-3.00e-03,-2.00e-01, 
9.32460e-02,-3.00e-03,-2.00e-01, 
9.32480e-02,-3.00e-03,-2.00e-01, 
9.32500e-02,-3.00e-03,-2.00e-01, 
9.32520e-02,-3.20e-03,-2.00e-01, 
9.32540e-02,-2.80e-03,-2.00e-01, 
9.32560e-02,-2.60e-03,-2.00e-01, 
9.32580e-02,-2.80e-03,-2.00e-01, 
9.32600e-02,-3.00e-03,-2.00e-01, 
9.32620e-02,-2.80e-03,-2.00e-01, 
9.32640e-02,-2.60e-03,-2.00e-01, 
9.32660e-02,-2.60e-03,-2.00e-01, 
9.32680e-02,-3.00e-03,-2.00e-01, 
9.32700e-02,-3.00e-03,-2.00e-01, 
9.32720e-02,-3.20e-03,-2.00e-01, 
9.32740e-02,-3.40e-03,-2.00e-01, 
9.32760e-02,-3.00e-03,-2.00e-01, 
9.32780e-02,-2.80e-03,-2.00e-01, 
9.32800e-02,-3.00e-03,-2.00e-01, 
9.32820e-02,-3.40e-03,-2.00e-01, 
9.32840e-02,-2.80e-03,-2.00e-01, 
9.32860e-02,-3.00e-03,-2.00e-01, 
9.32880e-02,-2.80e-03,-2.00e-01, 
9.32900e-02,-2.60e-03,-2.00e-01, 
9.32920e-02,-2.40e-03,-2.00e-01, 
9.32940e-02,-2.60e-03,-2.00e-01, 
9.32960e-02,-2.60e-03,-2.00e-01, 
9.32980e-02,-2.80e-03,-2.00e-01, 
9.33000e-02,-2.60e-03,-2.00e-01, 
9.33020e-02,-3.00e-03,-2.00e-01, 
9.33040e-02,-3.20e-03,-2.00e-01, 
9.33060e-02,-3.40e-03,-2.00e-01, 
9.33080e-02,-3.20e-03,-2.00e-01, 
9.33100e-02,-3.20e-03,-2.00e-01, 
9.33120e-02,-3.40e-03,-2.00e-01, 
9.33140e-02,-3.40e-03,-2.00e-01, 
9.33160e-02,-3.60e-03,-2.00e-01, 
9.33180e-02,-3.60e-03,-2.00e-01, 
9.33200e-02,-3.40e-03,-2.00e-01, 
9.33220e-02,-3.40e-03,-2.00e-01, 
9.33240e-02,-3.20e-03,-2.00e-01, 
9.33260e-02,-3.20e-03,-2.00e-01, 
9.33280e-02,-3.20e-03,-2.00e-01, 
9.33300e-02,-2.80e-03,-2.00e-01, 
9.33320e-02,-3.20e-03,-2.00e-01, 
9.33340e-02,-3.00e-03,-2.00e-01, 
9.33360e-02,-2.80e-03,-2.00e-01, 
9.33380e-02,-2.60e-03,-2.00e-01, 
9.33400e-02,-2.80e-03,-2.00e-01, 
9.33420e-02,-2.40e-03,-2.00e-01, 
9.33440e-02,-2.40e-03,-2.00e-01, 
9.33460e-02,-2.60e-03,-2.00e-01, 
9.33480e-02,-2.60e-03,-2.00e-01, 
9.33500e-02,-2.60e-03,-2.00e-01, 
9.33520e-02,-2.60e-03,-2.00e-01, 
9.33540e-02,-2.60e-03,-2.00e-01, 
9.33560e-02,-2.60e-03,-2.00e-01, 
9.33580e-02,-2.60e-03,-2.00e-01, 
9.33600e-02,-2.40e-03,-2.00e-01, 
9.33620e-02,-2.60e-03,-2.00e-01, 
9.33640e-02,-2.60e-03,-2.00e-01, 
9.33660e-02,-2.60e-03,-2.00e-01, 
9.33680e-02,-2.60e-03,-2.00e-01, 
9.33700e-02,-2.60e-03,-2.00e-01, 
9.33720e-02,-3.20e-03,-2.00e-01, 
9.33740e-02,-2.80e-03,-2.00e-01, 
9.33760e-02,-3.00e-03,-2.00e-01, 
9.33780e-02,-2.60e-03,-2.00e-01, 
9.33800e-02,-2.60e-03,-2.00e-01, 
9.33820e-02,-2.60e-03,-2.00e-01, 
9.33840e-02,-2.60e-03,-2.00e-01, 
9.33860e-02,-2.60e-03,-2.00e-01, 
9.33880e-02,-3.00e-03,-2.00e-01, 
9.33900e-02,-3.00e-03,-2.00e-01, 
9.33920e-02,-3.00e-03,-2.00e-01, 
9.33940e-02,-3.00e-03,-2.00e-01, 
9.33960e-02,-3.00e-03,-2.00e-01, 
9.33980e-02,-3.20e-03,-2.00e-01, 
9.34000e-02,-3.00e-03,-2.00e-01, 
9.34020e-02,-3.20e-03,-2.00e-01, 
9.34040e-02,-3.00e-03,-2.00e-01, 
9.34060e-02,-3.20e-03,-2.00e-01, 
