,CH1,CH2
Second,Volt,Volt
4.38880e-02,-2.00e-03,-2.00e-01, 
4.38900e-02,-2.00e-03,-2.00e-01, 
4.38920e-02,-2.00e-03,-2.00e-01, 
4.38940e-02,-2.00e-03,-2.00e-01, 
4.38960e-02,-2.00e-03,-2.00e-01, 
4.38980e-02,-2.00e-03,-2.00e-01, 
4.39000e-02,-2.00e-03,-2.00e-01, 
4.39020e-02,-2.40e-03,-2.00e-01, 
4.39040e-02,-2.40e-03,-2.00e-01, 
4.39060e-02,-1.60e-03,-2.00e-01, 
4.39080e-02,-1.60e-03,-2.00e-01, 
4.39100e-02,-1.60e-03,-2.00e-01, 
4.39120e-02,-1.60e-03,-2.00e-01, 
4.39140e-02,-1.60e-03,-2.00e-01, 
4.39160e-02,-2.00e-03,-2.00e-01, 
4.39180e-02,-1.60e-03,-2.00e-01, 
4.39200e-02,-1.20e-03,-2.00e-01, 
4.39220e-02,-1.60e-03,-2.00e-01, 
4.39240e-02,-2.00e-03,-2.00e-01, 
4.39260e-02,-2.00e-03,-2.00e-01, 
4.39280e-02,-2.00e-03,-2.00e-01, 
4.39300e-02,-1.60e-03,-2.00e-01, 
4.39320e-02,-1.60e-03,-2.00e-01, 
4.39340e-02,-1.60e-03,-2.00e-01, 
4.39360e-02,-1.60e-03,-2.00e-01, 
4.39380e-02,-2.00e-03,-2.00e-01, 
4.39400e-02,-2.00e-03,-2.00e-01, 
4.39420e-02,-2.40e-03,-2.00e-01, 
4.39440e-02,-2.00e-03,-2.00e-01, 
4.39460e-02,-2.40e-03,-2.00e-01, 
4.39480e-02,-2.80e-03,-2.00e-01, 
4.39500e-02,-2.80e-03,-2.00e-01, 
4.39520e-02,-2.80e-03,-2.00e-01, 
4.39540e-02,-2.40e-03,-2.00e-01, 
4.39560e-02,-2.40e-03,-2.00e-01, 
4.39580e-02,-2.40e-03,-2.00e-01, 
4.39600e-02,-2.80e-03,-2.00e-01, 
4.39620e-02,-2.40e-03,-2.00e-01, 
4.39640e-02,-2.00e-03,-2.00e-01, 
4.39660e-02,-2.00e-03,-2.00e-01, 
4.39680e-02,-1.60e-03,-2.00e-01, 
4.39700e-02,-1.60e-03,-2.00e-01, 
4.39720e-02,-1.60e-03,-2.00e-01, 
4.39740e-02,-1.20e-03,-2.00e-01, 
4.39760e-02,-1.60e-03,-2.00e-01, 
4.39780e-02,-1.60e-03,-2.00e-01, 
4.39800e-02,-1.60e-03,-2.00e-01, 
4.39820e-02,-1.20e-03,-2.00e-01, 
4.39840e-02,-1.20e-03,-2.00e-01, 
4.39860e-02,-1.60e-03,-2.00e-01, 
4.39880e-02,-1.20e-03,-2.00e-01, 
4.39900e-02,-1.20e-03,-2.00e-01, 
4.39920e-02,-1.20e-03,-2.00e-01, 
4.39940e-02,-1.20e-03,-2.00e-01, 
4.39960e-02,-1.20e-03,-2.00e-01, 
4.39980e-02,-1.20e-03,-2.00e-01, 
4.40000e-02,-1.60e-03,-2.00e-01, 
4.40020e-02,-1.20e-03,0.00e+00, 
4.40040e-02,-1.60e-03,-2.00e-01, 
4.40060e-02,-1.60e-03,-2.00e-01, 
4.40080e-02,-1.60e-03,-2.00e-01, 
4.40100e-02,-1.20e-03,-2.00e-01, 
4.40120e-02,-1.60e-03,-2.00e-01, 
4.40140e-02,-1.20e-03,-2.00e-01, 
4.40160e-02,-1.20e-03,-2.00e-01, 
4.40180e-02,-1.20e-03,-2.00e-01, 
4.40200e-02,-1.20e-03,-2.00e-01, 
4.40220e-02,-1.60e-03,-2.00e-01, 
4.40240e-02,-1.60e-03,-2.00e-01, 
4.40260e-02,-1.60e-03,-2.00e-01, 
4.40280e-02,-1.60e-03,-2.00e-01, 
4.40300e-02,-1.60e-03,-2.00e-01, 
4.40320e-02,-1.60e-03,-2.00e-01, 
4.40340e-02,-2.00e-03,-2.00e-01, 
4.40360e-02,-2.00e-03,-2.00e-01, 
4.40380e-02,-2.00e-03,-2.00e-01, 
4.40400e-02,-2.40e-03,-2.00e-01, 
4.40420e-02,-2.00e-03,-2.00e-01, 
4.40440e-02,-2.40e-03,-2.00e-01, 
4.40460e-02,-2.00e-03,-2.00e-01, 
4.40480e-02,-2.00e-03,-2.00e-01, 
4.40500e-02,-2.00e-03,-2.00e-01, 
4.40520e-02,-2.40e-03,-2.00e-01, 
4.40540e-02,-2.00e-03,-2.00e-01, 
4.40560e-02,-1.60e-03,-2.00e-01, 
4.40580e-02,-1.60e-03,-2.00e-01, 
4.40600e-02,-1.60e-03,-2.00e-01, 
4.40620e-02,-1.60e-03,-2.00e-01, 
4.40640e-02,-2.00e-03,-2.00e-01, 
4.40660e-02,-2.00e-03,-2.00e-01, 
4.40680e-02,-1.60e-03,-2.00e-01, 
4.40700e-02,-1.20e-03,-2.00e-01, 
4.40720e-02,-1.20e-03,-2.00e-01, 
4.40740e-02,-1.20e-03,-2.00e-01, 
4.40760e-02,-1.20e-03,-2.00e-01, 
4.40780e-02,-1.60e-03,-2.00e-01, 
4.40800e-02,-1.20e-03,-2.00e-01, 
4.40820e-02,-1.60e-03,-2.00e-01, 
4.40840e-02,-2.00e-03,-2.00e-01, 
4.40860e-02,-2.00e-03,-2.00e-01, 
4.40880e-02,-2.00e-03,-2.00e-01, 
4.40900e-02,-2.00e-03,-2.00e-01, 
4.40920e-02,-2.00e-03,-2.00e-01, 
4.40940e-02,-1.60e-03,-2.00e-01, 
4.40960e-02,-1.20e-03,-2.00e-01, 
4.40980e-02,-1.60e-03,-2.00e-01, 
4.41000e-02,-2.00e-03,-2.00e-01, 
4.41020e-02,-2.00e-03,-2.00e-01, 
4.41040e-02,-2.00e-03,-2.00e-01, 
4.41060e-02,-2.00e-03,-2.00e-01, 
4.41080e-02,-2.40e-03,-2.00e-01, 
4.41100e-02,-2.00e-03,-2.00e-01, 
4.41120e-02,-2.00e-03,-2.00e-01, 
4.41140e-02,-1.60e-03,-2.00e-01, 
4.41160e-02,-2.00e-03,-2.00e-01, 
4.41180e-02,-1.60e-03,-2.00e-01, 
4.41200e-02,-2.00e-03,-2.00e-01, 
4.41220e-02,-2.40e-03,-2.00e-01, 
4.41240e-02,-2.40e-03,-2.00e-01, 
4.41260e-02,-2.00e-03,-2.00e-01, 
4.41280e-02,-2.00e-03,-2.00e-01, 
4.41300e-02,-2.00e-03,-2.00e-01, 
4.41320e-02,-2.00e-03,-2.00e-01, 
4.41340e-02,-1.60e-03,-2.00e-01, 
4.41360e-02,-2.00e-03,-2.00e-01, 
4.41380e-02,-2.00e-03,-2.00e-01, 
4.41400e-02,-1.60e-03,-2.00e-01, 
4.41420e-02,-1.20e-03,-2.00e-01, 
4.41440e-02,-1.60e-03,-2.00e-01, 
4.41460e-02,-2.00e-03,-2.00e-01, 
4.41480e-02,-2.00e-03,-2.00e-01, 
4.41500e-02,-2.00e-03,-2.00e-01, 
4.41520e-02,-2.00e-03,-2.00e-01, 
4.41540e-02,-2.00e-03,-2.00e-01, 
4.41560e-02,-2.40e-03,-2.00e-01, 
4.41580e-02,-2.00e-03,-2.00e-01, 
4.41600e-02,-2.00e-03,-2.00e-01, 
4.41620e-02,-2.00e-03,-2.00e-01, 
4.41640e-02,-2.00e-03,-2.00e-01, 
4.41660e-02,-2.40e-03,-2.00e-01, 
4.41680e-02,-2.40e-03,-2.00e-01, 
4.41700e-02,-2.40e-03,-2.00e-01, 
4.41720e-02,-2.00e-03,-2.00e-01, 
4.41740e-02,-2.00e-03,-2.00e-01, 
4.41760e-02,-2.00e-03,-2.00e-01, 
4.41780e-02,-1.60e-03,-2.00e-01, 
4.41800e-02,-1.60e-03,-2.00e-01, 
4.41820e-02,-1.60e-03,-2.00e-01, 
4.41840e-02,-2.00e-03,-2.00e-01, 
4.41860e-02,-2.00e-03,-2.00e-01, 
4.41880e-02,-2.00e-03,-2.00e-01, 
4.41900e-02,-2.00e-03,-2.00e-01, 
4.41920e-02,-2.00e-03,-2.00e-01, 
4.41940e-02,-2.00e-03,-2.00e-01, 
4.41960e-02,-2.00e-03,-2.00e-01, 
4.41980e-02,-1.20e-03,-2.00e-01, 
4.42000e-02,-1.60e-03,-2.00e-01, 
4.42020e-02,-1.60e-03,-2.00e-01, 
4.42040e-02,-1.60e-03,-2.00e-01, 
4.42060e-02,-1.60e-03,-2.00e-01, 
4.42080e-02,-2.00e-03,-2.00e-01, 
4.42100e-02,-2.00e-03,-2.00e-01, 
4.42120e-02,-2.00e-03,-2.00e-01, 
4.42140e-02,-2.00e-03,-2.00e-01, 
4.42160e-02,-1.60e-03,-2.00e-01, 
4.42180e-02,-2.00e-03,-2.00e-01, 
4.42200e-02,-2.00e-03,-2.00e-01, 
4.42220e-02,-2.40e-03,-2.00e-01, 
4.42240e-02,-2.40e-03,-2.00e-01, 
4.42260e-02,-2.00e-03,-2.00e-01, 
4.42280e-02,-2.00e-03,-2.00e-01, 
4.42300e-02,-2.00e-03,-2.00e-01, 
4.42320e-02,-2.00e-03,-2.00e-01, 
4.42340e-02,-2.00e-03,-2.00e-01, 
4.42360e-02,-2.80e-03,-2.00e-01, 
4.42380e-02,-2.80e-03,-2.00e-01, 
4.42400e-02,-2.80e-03,-2.00e-01, 
4.42420e-02,-2.80e-03,-2.00e-01, 
4.42440e-02,-2.80e-03,-2.00e-01, 
4.42460e-02,-2.40e-03,-2.00e-01, 
4.42480e-02,-2.40e-03,-2.00e-01, 
4.42500e-02,-2.40e-03,-2.00e-01, 
4.42520e-02,-2.80e-03,-2.00e-01, 
4.42540e-02,-2.40e-03,-2.00e-01, 
4.42560e-02,-2.40e-03,-2.00e-01, 
4.42580e-02,-2.00e-03,-2.00e-01, 
4.42600e-02,-2.00e-03,-2.00e-01, 
4.42620e-02,-2.40e-03,-2.00e-01, 
4.42640e-02,-2.40e-03,-2.00e-01, 
4.42660e-02,-2.40e-03,-2.00e-01, 
4.42680e-02,-2.00e-03,-2.00e-01, 
4.42700e-02,-1.60e-03,-2.00e-01, 
4.42720e-02,-2.00e-03,-2.00e-01, 
4.42740e-02,-2.00e-03,-2.00e-01, 
4.42760e-02,-2.00e-03,-2.00e-01, 
4.42780e-02,-1.60e-03,-2.00e-01, 
4.42800e-02,-2.00e-03,-2.00e-01, 
4.42820e-02,-2.00e-03,-2.00e-01, 
4.42840e-02,-2.00e-03,-2.00e-01, 
4.42860e-02,-2.40e-03,-2.00e-01, 
4.42880e-02,-2.40e-03,-2.00e-01, 
4.42900e-02,-2.00e-03,-2.00e-01, 
4.42920e-02,-2.00e-03,-2.00e-01, 
4.42940e-02,-2.00e-03,-2.00e-01, 
4.42960e-02,-2.40e-03,-2.00e-01, 
4.42980e-02,-2.00e-03,-2.00e-01, 
4.43000e-02,-1.60e-03,-2.00e-01, 
4.43020e-02,-1.60e-03,-2.00e-01, 
4.43040e-02,-1.20e-03,-2.00e-01, 
4.43060e-02,-1.60e-03,-2.00e-01, 
4.43080e-02,-1.20e-03,-2.00e-01, 
4.43100e-02,-1.20e-03,-2.00e-01, 
4.43120e-02,-1.20e-03,-2.00e-01, 
4.43140e-02,-1.20e-03,-2.00e-01, 
4.43160e-02,-1.20e-03,-2.00e-01, 
4.43180e-02,-1.60e-03,-2.00e-01, 
4.43200e-02,-2.00e-03,-2.00e-01, 
4.43220e-02,-2.00e-03,-2.00e-01, 
4.43240e-02,-1.60e-03,-2.00e-01, 
4.43260e-02,-2.00e-03,-2.00e-01, 
4.43280e-02,-2.40e-03,-2.00e-01, 
4.43300e-02,-2.40e-03,-2.00e-01, 
4.43320e-02,-2.40e-03,-2.00e-01, 
4.43340e-02,-2.40e-03,-2.00e-01, 
4.43360e-02,-2.40e-03,-2.00e-01, 
4.43380e-02,-2.00e-03,-2.00e-01, 
